source_id,source_name,source_status,source_provenance,year,reserved_capacity_t_per_year,active_fraction,requested_order_t,feasible_order_t,unfulfilled_request_t,planned_delivery_t,gross_delivery_t,risk_underdelivery_t,delayed_delivery_t,initial_stock_requested_t,initial_stock_feasible_t,initial_stock_gross_delivery_t,initial_stock_losses_t,initial_stock_opening_inventory_t,payable_volume_t,utilization,active_variable_price_mln_per_t,ordered_payment_mln,take_or_pay_extra_volume_t,take_or_pay_price_mln_per_t,procurement_cost_mln,reservation_cost_mln,take_or_pay_effect_mln,initial_stock_procurement_cost_mln,initial_stock_reservation_cost_mln,reliability_profile,reliability_semantics,violations
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2035,100.0,1.0,90.0,90.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,6.2,558.0,0.0,6.200000000000002,558.0,45.0,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2036,110.0,1.0,99.99999999999999,99.99999999999999,0.0,90.0,90.0,0.0,0,0.0,0.0,0.0,0.0,0.0,99.99999999999999,0.4736842105263157,6.200000000000001,620.0,0.0,6.200000000000002,620.0,49.5,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2037,130.0,1.0,120.0,120.0,0.0,99.99999999999999,99.99999999999999,0.0,0,0.0,0.0,0.0,0.0,0.0,120.0,0.5263157894736841,6.2,744.0,0.0,6.200000000000002,744.0,58.5,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2038,150.0,1.0,140.0,140.0,0.0,120.0,120.0,0.0,0,0.0,0.0,0.0,0.0,0.0,140.0,0.6315789473684209,6.200000000000001,868.0000000000001,0.0,6.200000000000002,868.0000000000001,67.5,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2039,190.0,1.0,180.0,180.0,0.0,140.0,140.0,0.0,0,0.0,0.0,0.0,0.0,0.0,180.0,0.7368421052631577,6.2,1116.0,0.0,6.200000000000002,1116.0,85.5,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
A,Earth-Core,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2040,190.0,1.0,190.00000000000003,190.0,2.842170943040401e-14,180.0,180.0,0.0,0,0.0,0.0,0.0,0.0,0.0,190.00000000000003,0.9473684210526314,6.199999999999999,1178.0,0.0,6.200000000000002,1178.0,85.5,0.0,0.0,0.0,constant:0.96,METADATA_ONLY,[]
B,Earth-Flex,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2035,40.0,1.0,20.0,20.0,0.0,13.333333333333332,13.333333333333332,0.0,0,40.0,40.0,40.0,1.7999999999999998,38.2,60.0,0.12121212121212119,8.900000000000002,178.00000000000003,0.0,8.900000000000002,534.0000000000001,11.999999999999998,0.0,356.0000000000001,5.999999999999998,constant:0.985,METADATA_ONLY,[]
B,Earth-Flex,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2036,45.0,1.0,24.999999999999996,24.999999999999996,0.0,23.333333333333332,23.333333333333332,0.0,0,0.0,0.0,0.0,0.0,0.0,24.999999999999996,0.21212121212121207,8.9,222.49999999999997,0.0,8.900000000000002,222.49999999999997,6.75,0.0,0.0,0.0,constant:0.985,METADATA_ONLY,[]
B,Earth-Flex,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2037,50.0,1.0,30.0,30.0,0.0,28.333333333333336,28.333333333333336,0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.25757575757575757,8.9,267.0,0.0,8.900000000000002,267.0,7.5,0.0,0.0,0.0,constant:0.985,METADATA_ONLY,[]
B,Earth-Flex,CASE_INPUT,"{""scope"": ""OFFICIAL_CASE"", ""source"": ""data/supply_sources.csv"", ""status"": ""CASE_INPUT""}",2038,60.0,1.0,40.0,40.0,0.0,36.666666666666664,36.666666666666664,0.0,0,0.0,0.0,0.0,0.0,0.0,40.0,0.33333333333333326,8.900000000000002,356.00000000000006,0.0,8.900000000000002,356.00000000000006,9.0,0.0,0.0,0.0,constant:0.985,METADATA_ONLY,[]
