scope,id,BASE,MANDATORY_STRESS,difference
summary,undiscounted_cost_mln,11743.970000000001,12513.75,769.7799999999988
summary,discounted_cost_mln,10298.985487001912,10947.810366895921,648.8248798940094
summary,cost_per_served_ton_mln,9.28369736207619,10.25521075204196,0.9715133899657697
summary,discounted_cost_per_served_ton_mln,8.141426144458867,8.971899117842971,0.8304729733841043
summary,total_service_level,0.9100791366906474,0.7954584963059539,-0.11462064038469355
summary,critical_service_level,0.9392456140350877,0.9447423009414392,0.005496686906351522
summary,total_shortage_t,124.99000000000001,313.76666666666654,188.77666666666653
summary,critical_shortage_t,57.716666666666676,57.716666666666676,0.0
summary,total_losses_t,16.15,15.600000000000001,-0.5499999999999972
summary,emergency_usage_t,0,0,0
summary,final_inventory_t,0.5066666666666322,0.0,-0.5066666666666322
summary,violation_count,11,14,3
summary,hard_violation_count,11,7,-4
annual,2035,"{""base_total_service"": 0.22283333333333336, ""base_critical_service"": 0.27854166666666663, ""base_shortage_t"": 77.71666666666667, ""base_closing_inventory_t"": 0.0, ""base_losses_t"": 1.0499999999999998}","{""stress_total_service"": 0.22283333333333336, ""stress_critical_service"": 0.27854166666666663, ""stress_shortage_t"": 77.71666666666667, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 1.0499999999999998}",
annual,2036,"{""base_total_service"": 0.8821428571428571, ""base_critical_service"": 1.0, ""base_shortage_t"": 16.5, ""base_closing_inventory_t"": 0.0, ""base_losses_t"": 1.5}","{""stress_total_service"": 0.8821428571428571, ""stress_critical_service"": 1.0, ""stress_shortage_t"": 16.5, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 1.5}",
annual,2037,"{""base_total_service"": 0.8753333333333333, ""base_critical_service"": 1.0, ""base_shortage_t"": 23.68666666666666, ""base_closing_inventory_t"": 0.0, ""base_losses_t"": 2.0199999999999996}","{""stress_total_service"": 0.8753333333333333, ""stress_critical_service"": 1.0, ""stress_shortage_t"": 23.68666666666666, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 2.0199999999999996}",
annual,2038,"{""base_total_service"": 0.9716533333333331, ""base_critical_service"": 1.0, ""base_shortage_t"": 7.086666666666666, ""base_closing_inventory_t"": 17.26000000000002, ""base_losses_t"": 3.1599999999999993}","{""stress_total_service"": 0.8276289855072461, ""stress_critical_service"": 1.0, ""stress_shortage_t"": 49.55666666666668, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 2.8899999999999992}",
annual,2039,"{""base_total_service"": 1.0000000000000002, ""base_critical_service"": 1.0, ""base_shortage_t"": 0.0, ""base_closing_inventory_t"": 18.35999999999996, ""base_losses_t"": 3.8999999999999995}","{""stress_total_service"": 0.809909420289855, ""stress_critical_service"": 1.0, ""stress_shortage_t"": 69.95333333333332, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 3.6200000000000006}",
annual,2040,"{""base_total_service"": 1.0000000000000002, ""base_critical_service"": 1.0, ""base_shortage_t"": 0.0, ""base_closing_inventory_t"": 0.5066666666666322, ""base_losses_t"": 4.5200000000000005}","{""stress_total_service"": 0.8297584541062804, ""stress_critical_service"": 1.0, ""stress_shortage_t"": 76.35333333333324, ""stress_closing_inventory_t"": 0.0, ""stress_losses_t"": 4.5200000000000005}",
